state,year,month,day,minTemp,maxTemp,rainFall
Australian Capital Territory,2020,January,22,12,33.9,0
Australian Capital Territory,2020,January,23,17.35,34.35,0
Australian Capital Territory,2020,January,24,14.3,28.5,4.8
Australian Capital Territory,2020,January,25,16.05,33.4,0
Australian Capital Territory,2020,January,26,17.5,34.55,0
Australian Capital Territory,2020,January,27,14.7,35.7,0
Australian Capital Territory,2020,January,28,20.5,34.05,0
Australian Capital Territory,2020,January,29,13.5,31.65,0
Australian Capital Territory,2020,January,30,13.35,36.7,0
Australian Capital Territory,2020,January,31,15.95,41.85,0
Australian Capital Territory,2020,July,1,3.1,17.65,0
Australian Capital Territory,2020,July,2,6.9,18.3,1.6
Australian Capital Territory,2020,July,3,4,18.6,0
Australian Capital Territory,2020,July,4,6.1,17.15,0.7
Australian Capital Territory,2020,July,5,6.05,17.65,0
Australian Capital Territory,2020,July,6,4.35,17.2,0.2
Australian Capital Territory,2020,July,7,4.05,18.8,0
Australian Capital Territory,2020,July,8,1.85,18.3,0
Australian Capital Territory,2020,July,9,5.5,17.55,0.1
Australian Capital Territory,2020,July,10,0.5,16.7,0
Australian Capital Territory,2020,July,11,1,14.25,0
Australian Capital Territory,2020,July,12,6.1,16.35,2.2
Australian Capital Territory,2020,July,13,5.05,16.75,9.4
Australian Capital Territory,2020,July,14,10.5,21.5,0.2
Australian Capital Territory,2020,July,15,6.1,17.3,0
Australian Capital Territory,2020,July,16,4.05,18.15,0
Australian Capital Territory,2020,July,17,5.45,19.35,0
Australian Capital Territory,2020,July,18,2.85,19.3,0
Australian Capital Territory,2020,July,19,8.45,19.6,0
Australian Capital Territory,2020,July,20,6.3,19.8,0
Australian Capital Territory,2020,July,21,2.5,19.1,0
Australian Capital Territory,2020,July,22,4,19.8,0
Australian Capital Territory,2020,July,23,3.1,17.65,0
Australian Capital Territory,2020,July,24,3.5,18.75,0
Australian Capital Territory,2020,July,25,2.15,19.5,0
Australian Capital Territory,2020,July,26,6,16.2,11.8
Australian Capital Territory,2020,July,27,5.15,14.55,11.2
Australian Capital Territory,2020,July,28,4.9,17.4,0.8
Australian Capital Territory,2020,July,29,1.7,18.6,0
Australian Capital Territory,2020,July,30,2.9,18.4,0
Australian Capital Territory,2020,July,31,0.75,18,0
Australian Capital Territory,2020,June,1,7.35,12.55,0.1
Australian Capital Territory,2020,June,2,-1.4,12.25,1
Australian Capital Territory,2020,June,3,2.25,13.2,0
Australian Capital Territory,2020,June,4,-3.4,13.6,0
Australian Capital Territory,2020,June,5,-4.75,13.05,0
Australian Capital Territory,2020,June,6,-4.65,13.55,0
Australian Capital Territory,2020,June,7,-2.75,11.8,0.1
Australian Capital Territory,2020,June,8,-3.7,13.95,0
Australian Capital Territory,2020,June,9,-1.35,13.05,0
Australian Capital Territory,2020,June,10,1.25,15.45,0
Australian Capital Territory,2020,June,11,2.85,14.7,0.3
Australian Capital Territory,2020,June,12,0.1,14.45,0
Australian Capital Territory,2020,June,13,4.35,15.65,0
Australian Capital Territory,2020,June,14,7.2,13.3,15
Australian Capital Territory,2020,June,15,6.45,14.65,0
Australian Capital Territory,2020,June,16,6.1,15.5,0
Australian Capital Territory,2020,June,17,0.5,13.5,0
Australian Capital Territory,2020,June,18,3.55,14.9,0
Australian Capital Territory,2020,June,19,-1.3,15.8,0
Australian Capital Territory,2020,June,20,2.4,16.95,0
Australian Capital Territory,2020,June,21,6.65,12.1,33.8
Australian Capital Territory,2020,June,22,1.2,10.95,1.3
Australian Capital Territory,2020,June,23,2.35,12,0.1
Australian Capital Territory,2020,June,24,1.65,15.2,0
Australian Capital Territory,2020,June,25,3,13.35,0.1
Australian Capital Territory,2020,June,26,-2.4,12.4,0.1
Australian Capital Territory,2020,June,27,0.2,11.45,0
Australian Capital Territory,2020,June,28,-2.8,13.05,0.1
Australian Capital Territory,2020,June,29,0,11.15,0
Australian Capital Territory,2020,June,30,0.95,13.15,0
Australian Capital Territory,2020,March,1,11.45,30.6,0
Australian Capital Territory,2020,March,2,13.4,30.45,0
Australian Capital Territory,2020,March,3,14.9,19.3,0
Australian Capital Territory,2020,March,4,14.45,18.7,12.6
Australian Capital Territory,2020,March,5,15.05,19.15,39.4
Australian Capital Territory,2020,March,6,17.35,25.55,24.3
Australian Capital Territory,2020,March,7,15,23.1,1.8
Australian Capital Territory,2020,March,8,13.15,20.95,0
Australian Capital Territory,2020,March,9,11.05,21.15,5
Australian Capital Territory,2020,March,10,8.9,23.75,0
Australian Capital Territory,2020,March,11,10.7,24.1,0
Australian Capital Territory,2020,March,12,8.7,24,0
Australian Capital Territory,2020,March,13,8.95,25.2,0
Australian Capital Territory,2020,March,14,8.55,17.5,3.8
Australian Capital Territory,2020,March,15,4.7,20,0.9
Australian Capital Territory,2020,March,16,7.75,21,0
Australian Capital Territory,2020,March,17,7.05,22.95,0
Australian Capital Territory,2020,March,18,6.7,25.6,0
Australian Capital Territory,2020,March,19,10.55,28.5,0
Australian Capital Territory,2020,March,20,15,28.45,0
Australian Capital Territory,2020,March,21,7.05,24.2,0
Australian Capital Territory,2020,March,22,7.65,25.45,0
Australian Capital Territory,2020,March,23,11.65,21.25,0
Australian Capital Territory,2020,March,24,8.7,22.95,0
Australian Capital Territory,2020,March,25,12.9,24.9,0.2
Australian Capital Territory,2020,March,26,9.65,20.65,2.3
Australian Capital Territory,2020,March,27,11.4,21.4,0
Australian Capital Territory,2020,March,28,5.25,21.9,0
Australian Capital Territory,2020,March,29,10.55,24.75,0
Australian Capital Territory,2020,March,30,15.15,24.2,9
Australian Capital Territory,2020,March,31,14.65,23.8,0.4
Australian Capital Territory,2020,May,1,4.8,8.95,11.2
Australian Capital Territory,2020,May,2,5.35,11.2,3.5
Australian Capital Territory,2020,May,3,0.5,14.5,0
Australian Capital Territory,2020,May,4,-1.4,15.3,0
Australian Capital Territory,2020,May,5,-0.05,17.3,0.1
Australian Capital Territory,2020,May,6,0.25,18.3,0.1
Australian Capital Territory,2020,May,7,2.2,19,0
Australian Capital Territory,2020,May,8,6.5,19.8,0
Australian Capital Territory,2020,May,9,8.65,16.45,1.5
Australian Capital Territory,2020,May,10,2.7,12.3,3
Australian Capital Territory,2020,May,11,-3.1,13.95,0
Australian Capital Territory,2020,May,12,-2.05,14.25,0.1
Australian Capital Territory,2020,May,13,3,15.25,0
Australian Capital Territory,2020,May,14,2.3,15,0
Australian Capital Territory,2020,May,15,0,14.85,0
Australian Capital Territory,2020,May,16,0.9,15.9,0
Australian Capital Territory,2020,May,17,-0.7,17,0
Australian Capital Territory,2020,May,18,0.05,17.1,0
Australian Capital Territory,2020,May,19,4.45,17.5,0
Australian Capital Territory,2020,May,20,6.4,15.25,0.1
Australian Capital Territory,2020,May,21,5.55,14.15,0.7
Australian Capital Territory,2020,May,22,6.15,12.25,0
Australian Capital Territory,2020,May,23,7.7,11.7,2.9
Australian Capital Territory,2020,May,24,6.45,14.3,1.8
Australian Capital Territory,2020,May,25,5.4,13.3,0
Australian Capital Territory,2020,May,26,6.1,14.95,0
Australian Capital Territory,2020,May,27,3.2,14.5,0
Australian Capital Territory,2020,May,28,2.7,16.45,0
Australian Capital Territory,2020,May,29,-0.85,15,0
Australian Capital Territory,2020,May,30,0.4,15.4,0
Australian Capital Territory,2020,May,31,2.85,16.05,0.1
Australian Capital Territory,2020,November,1,10.7,21.25,23.6
Australian Capital Territory,2020,November,2,5.25,22.2,0
Australian Capital Territory,2020,November,3,9.2,24.85,0
Australian Capital Territory,2020,November,4,7.75,27.4,0
Australian Capital Territory,2020,November,5,9,12.35,18.1
Australian Capital Territory,2020,November,6,4.25,20.3,2.1
Australian Capital Territory,2020,November,7,6.95,19.75,0.1
Australian Capital Territory,2020,November,8,6.9,19.9,0
Australian Capital Territory,2020,November,9,10.75,22.15,0
Australian Capital Territory,2020,November,10,7.3,25.15,0
Australian Capital Territory,2020,November,11,8.1,27.3,0
Australian Capital Territory,2020,November,12,16.15,22.55,0
Australian Capital Territory,2020,November,13,13.4,23.85,3.3
Australian Capital Territory,2020,November,14,7.95,22.8,0
Australian Capital Territory,2020,November,15,6.55,28.1,0
Australian Capital Territory,2020,November,16,13.9,28.4,0
Australian Capital Territory,2020,November,17,5.6,24.35,0
Australian Capital Territory,2020,November,18,11.15,25.75,0
Australian Capital Territory,2020,November,19,10,28.5,0
Australian Capital Territory,2020,November,20,11.7,33.75,0
Australian Capital Territory,2020,November,21,11.3,29.6,0
Australian Capital Territory,2020,November,22,14.35,27.05,0
Australian Capital Territory,2020,November,23,16.15,20.3,32
Australian Capital Territory,2020,November,24,10.55,23.55,10.4
Australian Capital Territory,2020,November,25,14.05,25.95,0
Australian Capital Territory,2020,November,26,11.35,31.1,0
Australian Capital Territory,2020,November,27,13.65,31.45,0
Australian Capital Territory,2020,November,28,15,35.1,0
Australian Capital Territory,2020,November,29,17.4,27.85,5.1
Australian Capital Territory,2020,November,30,13.4,23.15,0
Australian Capital Territory,2020,October,1,9.15,17.2,16.2
Australian Capital Territory,2020,October,2,1,22.85,0
Australian Capital Territory,2020,October,3,2.95,24.35,0
Australian Capital Territory,2020,October,4,4.75,25.45,0
Australian Capital Territory,2020,October,5,8.55,24.75,0
Australian Capital Territory,2020,October,6,10.95,16.35,14
Australian Capital Territory,2020,October,7,11.4,16.05,4.9
Australian Capital Territory,2020,October,8,12.8,18.6,14.9
Australian Capital Territory,2020,October,9,10.2,15.2,2.8
Australian Capital Territory,2020,October,10,5.4,19.05,0.1
Australian Capital Territory,2020,October,11,2.45,21.4,0
Australian Capital Territory,2020,October,12,9.9,22.85,0
Australian Capital Territory,2020,October,13,4.85,25.25,0
Australian Capital Territory,2020,October,14,12.1,21.25,0
Australian Capital Territory,2020,October,15,12.3,25.65,0
Australian Capital Territory,2020,October,16,13.8,21.85,0.2
Australian Capital Territory,2020,October,17,10.2,21.4,19.9
Australian Capital Territory,2020,October,18,11.3,20.7,7.1
Australian Capital Territory,2020,October,19,8.9,19.9,0
Australian Capital Territory,2020,October,20,10.55,20.9,0
Australian Capital Territory,2020,October,21,10.7,23.55,0
Australian Capital Territory,2020,October,22,8.5,24.35,0
Australian Capital Territory,2020,October,23,9.8,26.2,0
Australian Capital Territory,2020,October,24,15.6,20.5,17.6
Australian Capital Territory,2020,October,25,6.1,13.45,14.6
Australian Capital Territory,2020,October,26,7.1,12.65,4.2
Australian Capital Territory,2020,October,27,7.85,16.15,4.8
Australian Capital Territory,2020,October,28,7.75,19.5,1.8
Australian Capital Territory,2020,October,29,7.45,20.25,7.5
Australian Capital Territory,2020,October,30,6.85,21.1,8.7
Australian Capital Territory,2020,October,31,11.85,14.25,9.9
Australian Capital Territory,2020,September,1,4.6,14.95,0
Australian Capital Territory,2020,September,2,0,18.25,0
Australian Capital Territory,2020,September,3,4.4,20.15,0
Australian Capital Territory,2020,September,4,8.25,18.9,0
Australian Capital Territory,2020,September,5,3.1,17.55,0
Australian Capital Territory,2020,September,6,-1.1,17.6,0
Australian Capital Territory,2020,September,7,0.35,20.5,0
Australian Capital Territory,2020,September,8,3.45,22.05,0
Australian Capital Territory,2020,September,9,11.6,11.8,1.3
Australian Capital Territory,2020,September,10,6.5,14.55,0.5
Australian Capital Territory,2020,September,11,6,17.7,0.1
Australian Capital Territory,2020,September,12,-0.65,19.45,0.1
Australian Capital Territory,2020,September,13,4.25,15.55,0
Australian Capital Territory,2020,September,14,2,20.1,0
Australian Capital Territory,2020,September,15,5.4,20.5,0
Australian Capital Territory,2020,September,16,1.65,21.25,0
Australian Capital Territory,2020,September,17,5.55,23.4,0
Australian Capital Territory,2020,September,18,9.85,16.25,0.3
Australian Capital Territory,2020,September,19,11.8,21.95,0
Australian Capital Territory,2020,September,20,13.05,18.05,11.8
Australian Capital Territory,2020,September,21,8.1,23.6,1.5
Australian Capital Territory,2020,September,22,6.95,18.35,7.7
Australian Capital Territory,2020,September,23,7.75,14.4,0
Australian Capital Territory,2020,September,24,6.5,13.2,1
Australian Capital Territory,2020,September,25,4.05,10.5,2.4
Australian Capital Territory,2020,September,26,2.7,11,10.3
Australian Capital Territory,2020,September,27,2.7,14.55,0
Australian Capital Territory,2020,September,28,-1.45,16.85,0
Australian Capital Territory,2020,September,29,2.6,18,0
Australian Capital Territory,2020,September,30,5.35,16.4,0
New South Wales,2019,April,1,11,21.9,0
New South Wales,2019,April,2,15.025,23.5,6.805
New South Wales,2019,April,3,15.2,25.925,1.2
New South Wales,2019,April,4,16.2,22.825,0
New South Wales,2019,April,5,17.425,22.9,9.4
New South Wales,2019,April,6,16.075,27.725,3.5
New South Wales,2019,April,7,16.95,28.175,0.15
New South Wales,2019,April,8,16.3,32,0
New South Wales,2019,April,9,17.9,29.275,0
New South Wales,2019,April,10,13,20.7,0
New South Wales,2019,April,11,10.975,21.25,0
New South Wales,2019,April,12,14.275,22.175,0
New South Wales,2019,April,13,14.13333333,25.53333333,0
New South Wales,2019,April,14,16.15,23.575,0
New South Wales,2019,April,15,13.7,23.65,0.655
New South Wales,2019,April,16,14.9,24.475,0.8
New South Wales,2019,April,17,14.55,24.775,0
New South Wales,2019,April,18,14.575,26.525,0
New South Wales,2019,April,19,17.025,24.7,0
New South Wales,2019,April,20,15.55,25.275,0
New South Wales,2019,April,21,17.675,25.95,0
New South Wales,2019,April,22,17.525,25.6,0
New South Wales,2019,April,23,17.225,25.325,2.9
New South Wales,2019,April,24,16.725,25.35,2.25
New South Wales,2019,April,25,15.8,26.06666667,0.133333333
New South Wales,2019,April,26,16.575,28.9,0
New South Wales,2019,April,27,12.675,20.025,0.05
New South Wales,2019,April,28,9.375,23.075,0
New South Wales,2019,April,29,10.875,22.65,0
New South Wales,2019,April,30,14.025,24.675,0
New South Wales,2019,August,1,8.025,19.65,0.7
New South Wales,2019,August,2,8.225,18.325,0.05
New South Wales,2019,August,3,6.5,21.175,0
New South Wales,2019,August,4,6.8,18.425,0.05
New South Wales,2019,August,5,7.875,19.925,0
New South Wales,2019,August,6,5.125,20.1,0
New South Wales,2019,August,7,5.45,23.1,0
New South Wales,2019,August,8,7.375,21.075,0
New South Wales,2019,August,9,11.125,17.625,0
New South Wales,2019,August,10,8.4,15.275,0
New South Wales,2019,August,11,8.133333333,15.9,0
New South Wales,2019,August,12,8.6,18.36666667,0.066666667
New South Wales,2019,August,13,5.175,18.45,0
New South Wales,2019,August,14,4.85,19.55,0
New South Wales,2019,August,15,4.6,21.3,0
New South Wales,2019,August,16,5.525,24.775,0
New South Wales,2019,August,17,9.175,19.675,0
New South Wales,2019,August,18,7.475,21.775,0
New South Wales,2019,August,19,10.375,16.95,0
New South Wales,2019,August,20,6.025,21.15,0
New South Wales,2019,August,21,9.35,22.05,0
New South Wales,2019,August,22,12.075,20.175,0
New South Wales,2019,August,23,6.825,19,0
New South Wales,2019,August,24,5.125,25.25,0
New South Wales,2019,August,25,7.65,23.125,0
New South Wales,2019,August,26,12.35,16,0.25
New South Wales,2019,August,27,11.75,18.575,2.5
New South Wales,2019,August,28,9.3,20.55,0.55
New South Wales,2019,August,29,9.266666667,14.53333333,0.2
